192.175.48.1/32 #AS1228 UNINET-ASNBLOCK, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
41.223.120.0/22 #AS36951 Derivco, ZA
192.175.48.1/32 #AS36953 HERO-TELECOMS, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS36960 CellC, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
41.75.128.0/20 #AS36968 ECN-AS1, ZA
41.203.32.0/19 #AS36968 ECN-AS1, ZA
41.221.0.0/20 #AS36968 ECN-AS1, ZA
41.223.36.0/22 #AS36968 ECN-AS1, ZA
154.119.160.0/19 #AS36968 ECN-AS1, ZA
192.175.48.1/32 #AS36980 JOHNHOLT-ASN, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
137.158.0.0/16 #AS36982 UCT, ZA
154.114.25.0/24 #AS36982 UCT, ZA
154.115.112.0/20 #AS36982 UCT, ZA
196.24.40.0/24 #AS36982 UCT, ZA
196.24.128.0/18 #AS36982 UCT, ZA
196.42.64.0/18 #AS36982 UCT, ZA
196.47.192.0/18 #AS36982 UCT, ZA
197.239.128.0/18 #AS36982 UCT, ZA
41.222.104.0/21 #AS36983 OTR-A, ZA
193.169.206.0/23 #AS36983 OTR-A, ZA
41.77.56.0/21 #AS36985 GMS, ZA
41.223.172.0/22 #AS36985 GMS, ZA
154.66.64.0/20 #AS36985 GMS, ZA
41.0.0.0/16 #AS36994 Vodacom-VB, ZA
41.10.0.0/16 #AS36994 Vodacom-VB, ZA
41.13.1.0/24 #AS36994 Vodacom-VB, ZA
41.21.128.0/17 #AS36994 Vodacom-VB, ZA
41.23.0.0/16 #AS36994 Vodacom-VB, ZA
41.24.0.0/15 #AS36994 Vodacom-VB, ZA
102.213.169.0/24 #AS36994 Vodacom-VB, ZA
102.223.76.0/22 #AS36994 Vodacom-VB, ZA
105.242.0.0/15 #AS36994 Vodacom-VB, ZA
105.244.0.0/16 #AS36994 Vodacom-VB, ZA
105.246.0.0/15 #AS36994 Vodacom-VB, ZA
105.255.0.0/16 #AS36994 Vodacom-VB, ZA
152.107.0.0/16 #AS36994 Vodacom-VB, ZA
196.4.30.0/23 #AS36994 Vodacom-VB, ZA
196.4.32.0/22 #AS36994 Vodacom-VB, ZA
196.4.100.0/22 #AS36994 Vodacom-VB, ZA
196.4.104.0/22 #AS36994 Vodacom-VB, ZA
196.4.140.0/22 #AS36994 Vodacom-VB, ZA
196.4.144.0/22 #AS36994 Vodacom-VB, ZA
196.4.148.0/24 #AS36994 Vodacom-VB, ZA
196.11.192.0/23 #AS36994 Vodacom-VB, ZA
196.11.194.0/24 #AS36994 Vodacom-VB, ZA
196.11.196.0/24 #AS36994 Vodacom-VB, ZA
196.13.113.0/24 #AS36994 Vodacom-VB, ZA
212.96.18.0/23 #AS36994 Vodacom-VB, ZA
212.96.21.0/24 #AS36994 Vodacom-VB, ZA
212.96.22.0/23 #AS36994 Vodacom-VB, ZA
212.96.24.0/22 #AS36994 Vodacom-VB, ZA
212.96.29.0/24 #AS36994 Vodacom-VB, ZA
212.96.31.0/24 #AS36994 Vodacom-VB, ZA
163.202.0.0/16 #AS37007 Liberty-Holdings, ZA
41.222.213.0/24 #AS37016 Ethekwini-Metro, ZA
41.222.214.0/23 #AS37016 Ethekwini-Metro, ZA
196.11.233.0/24 #AS37016 Ethekwini-Metro, ZA
44.32.205.0/24 #AS37017 Edge-connect, ZA
41.183.0.0/16 #AS37028 FNBCONNECT, ZA
196.4.163.0/24 #AS37028 FNBCONNECT, ZA
196.4.164.0/23 #AS37028 FNBCONNECT, ZA
196.10.112.0/22 #AS37028 FNBCONNECT, ZA
196.10.116.0/23 #AS37028 FNBCONNECT, ZA
196.11.125.0/24 #AS37028 FNBCONNECT, ZA
196.11.126.0/23 #AS37028 FNBCONNECT, ZA
196.11.128.0/22 #AS37028 FNBCONNECT, ZA
196.11.132.0/23 #AS37028 FNBCONNECT, ZA
196.11.134.0/24 #AS37028 FNBCONNECT, ZA
41.222.136.0/21 #AS37049 SADV, ZA
41.242.160.0/20 #AS37049 SADV, ZA
165.16.160.0/19 #AS37049 SADV, ZA
196.32.248.0/21 #AS37049 SADV, ZA
41.71.0.0/17 #AS37053 RSAWEB-AS, ZA
41.74.176.0/20 #AS37053 RSAWEB-AS, ZA
41.79.36.0/22 #AS37053 RSAWEB-AS, ZA
41.79.156.0/22 #AS37053 RSAWEB-AS, ZA
41.215.232.0/21 #AS37053 RSAWEB-AS, ZA
41.223.32.0/22 #AS37053 RSAWEB-AS, ZA
102.206.208.0/22 #AS37053 RSAWEB-AS, ZA
102.210.136.0/22 #AS37053 RSAWEB-AS, ZA
102.212.192.0/21 #AS37053 RSAWEB-AS, ZA
102.213.64.0/22 #AS37053 RSAWEB-AS, ZA
102.214.92.0/22 #AS37053 RSAWEB-AS, ZA
102.215.212.0/22 #AS37053 RSAWEB-AS, ZA
102.217.28.0/22 #AS37053 RSAWEB-AS, ZA
102.217.32.0/21 #AS37053 RSAWEB-AS, ZA
102.217.40.0/22 #AS37053 RSAWEB-AS, ZA
102.217.76.0/22 #AS37053 RSAWEB-AS, ZA
165.0.0.0/16 #AS37053 RSAWEB-AS, ZA
196.1.130.0/24 #AS37053 RSAWEB-AS, ZA
196.46.31.0/24 #AS37053 RSAWEB-AS, ZA
41.222.228.0/22 #AS37055 EMID, ZA
41.223.252.0/22 #AS37055 EMID, ZA
102.164.116.0/22 #AS37055 EMID, ZA
169.255.116.0/22 #AS37055 EMID, ZA
196.223.96.0/20 #AS37055 EMID, ZA
197.157.242.0/23 #AS37055 EMID, ZA
197.231.168.0/21 #AS37055 EMID, ZA
192.175.48.1/32 #AS37060 WITS, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS37070 RAIN-GROUP-HOLDINGS, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS37072 CMCNETWORKS, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS37078 PRu-HEALTH, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
41.56.0.0/16 #AS37105 RAIN-GROUP-HOLDINGS, ZA
41.73.32.0/19 #AS37105 RAIN-GROUP-HOLDINGS, ZA
41.208.192.0/18 #AS37105 RAIN-GROUP-HOLDINGS, ZA
41.213.0.0/17 #AS37105 RAIN-GROUP-HOLDINGS, ZA
41.216.192.0/20 #AS37105 RAIN-GROUP-HOLDINGS, ZA
41.242.192.0/18 #AS37105 RAIN-GROUP-HOLDINGS, ZA
196.2.96.0/19 #AS37105 RAIN-GROUP-HOLDINGS, ZA
196.46.64.0/21 #AS37105 RAIN-GROUP-HOLDINGS, ZA
197.184.0.0/15 #AS37105 RAIN-GROUP-HOLDINGS, ZA
41.79.252.0/23 #AS37114 vodacom-business, ZA
102.213.168.0/24 #AS37114 vodacom-business, ZA
102.213.170.0/24 #AS37114 vodacom-business, ZA
102.223.78.0/24 #AS37114 vodacom-business, ZA
212.96.17.0/24 #AS37114 vodacom-business, ZA
212.96.30.0/24 #AS37114 vodacom-business, ZA
41.191.88.0/22 #AS37116 coega-as, ZA
192.175.48.1/32 #AS37118 telkom-as, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
147.110.0.0/16 #AS37121 ESKOM-HOLDINGS-SOC-LTD, ZA
163.195.0.0/16 #AS37130 SITA-AS, ZA
164.146.0.0/15 #AS37130 SITA-AS, ZA
164.151.0.0/16 #AS37130 SITA-AS, ZA
192.96.234.0/23 #AS37130 SITA-AS, ZA
192.96.236.0/24 #AS37130 SITA-AS, ZA
192.96.238.0/23 #AS37130 SITA-AS, ZA
192.96.240.0/23 #AS37130 SITA-AS, ZA
192.96.243.0/24 #AS37130 SITA-AS, ZA
198.54.1.0/24 #AS37130 SITA-AS, ZA
198.54.2.0/23 #AS37130 SITA-AS, ZA
198.54.4.0/22 #AS37130 SITA-AS, ZA
198.54.8.0/23 #AS37130 SITA-AS, ZA
198.54.10.0/24 #AS37130 SITA-AS, ZA
41.79.252.0/23 #AS37137 Vodacom-Business-Africa, ZA
41.79.254.0/24 #AS37137 Vodacom-Business-Africa, ZA
192.175.48.1/32 #AS37138 gateway, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
41.217.192.0/24 #AS37145 umoya-as, ZA
102.129.96.0/19 #AS37150 XISASN, ZA
196.40.176.0/20 #AS37150 XISASN, ZA
196.46.176.0/21 #AS37150 XISASN, ZA
41.72.128.0/19 #AS37153 xneelo, ZA
41.203.0.0/19 #AS37153 xneelo, ZA
41.204.192.0/19 #AS37153 xneelo, ZA
82.21.244.0/23 #AS37153 xneelo, ZA
82.22.245.0/24 #AS37153 xneelo, ZA
82.23.235.0/24 #AS37153 xneelo, ZA
82.24.245.0/24 #AS37153 xneelo, ZA
82.25.245.0/24 #AS37153 xneelo, ZA
82.26.245.0/24 #AS37153 xneelo, ZA
82.26.246.0/24 #AS37153 xneelo, ZA
82.27.245.0/24 #AS37153 xneelo, ZA
82.27.246.0/24 #AS37153 xneelo, ZA
82.29.244.0/23 #AS37153 xneelo, ZA
102.220.100.0/24 #AS37153 xneelo, ZA
129.232.128.0/17 #AS37153 xneelo, ZA
154.65.96.0/20 #AS37153 xneelo, ZA
156.38.128.0/17 #AS37153 xneelo, ZA
160.115.0.0/16 #AS37153 xneelo, ZA
169.239.224.0/22 #AS37153 xneelo, ZA
192.96.96.0/24 #AS37153 xneelo, ZA
196.22.132.0/22 #AS37153 xneelo, ZA
196.22.136.0/21 #AS37153 xneelo, ZA
196.28.5.0/24 #AS37153 xneelo, ZA
196.40.96.0/20 #AS37153 xneelo, ZA
196.223.48.0/21 #AS37153 xneelo, ZA
197.189.192.0/18 #AS37153 xneelo, ZA
197.221.0.0/18 #AS37153 xneelo, ZA
197.242.64.0/20 #AS37153 xneelo, ZA
197.242.80.0/22 #AS37153 xneelo, ZA
197.242.88.0/21 #AS37153 xneelo, ZA
41.78.36.0/22 #AS37157 IMAGINE, ZA
102.128.136.0/21 #AS37157 IMAGINE, ZA
41.78.28.0/22 #AS37159 IMAGINET, ZA
196.216.172.0/22 #AS37160 GRINDROD, ZA
41.148.128.0/24 #AS37167 CYBERNEST, ZA
41.148.156.0/23 #AS37167 CYBERNEST, ZA
41.48.0.0/13 #AS37168 CELL-C, ZA
41.156.0.0/15 #AS37168 CELL-C, ZA
105.0.0.0/12 #AS37168 CELL-C, ZA
41.76.112.0/21 #AS37172 MITSOL, ZA
102.207.64.0/22 #AS37172 MITSOL, ZA
102.213.72.0/22 #AS37172 MITSOL, ZA
196.250.240.0/21 #AS37172 MITSOL, ZA
197.231.144.0/21 #AS37172 MITSOL, ZA
41.222.112.0/21 #AS37173 GETESA, ZA
193.251.153.0/24 #AS37173 GETESA, ZA
193.251.218.0/23 #AS37173 GETESA, ZA
193.251.222.0/23 #AS37173 GETESA, ZA
192.175.48.1/32 #AS37175 UNIFORUM-SA-ANYCAST, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
41.66.128.0/18 #AS37179 AFRICAINX, ZA
41.84.0.0/17 #AS37179 AFRICAINX, ZA
41.189.64.0/19 #AS37179 AFRICAINX, ZA
196.6.243.0/24 #AS37179 AFRICAINX, ZA
196.11.195.0/24 #AS37179 AFRICAINX, ZA
196.11.197.0/24 #AS37179 AFRICAINX, ZA
196.13.63.0/24 #AS37179 AFRICAINX, ZA
196.13.72.0/24 #AS37179 AFRICAINX, ZA
196.13.78.0/24 #AS37179 AFRICAINX, ZA
196.46.224.0/21 #AS37179 AFRICAINX, ZA
196.46.23.0/24 #AS37180 SAA, ZA
196.46.30.0/24 #AS37180 SAA, ZA
192.175.48.1/32 #AS37186 NAPAFRICA, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS37188 BYTESNET, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS37195 NAPAFRICA, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
41.76.128.0/21 #AS37199 VANILLA, ZA
45.221.128.0/18 #AS37199 VANILLA, ZA
197.155.0.0/19 #AS37199 VANILLA, ZA
41.76.176.0/21 #AS37225 NETWIDE, ZA
41.85.224.0/19 #AS37225 NETWIDE, ZA
192.175.48.1/32 #AS37231 RSAWEB, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
41.74.192.0/21 #AS37235 MimecastSA, ZA
41.74.200.0/23 #AS37235 MimecastSA, ZA
41.74.202.0/24 #AS37235 MimecastSA, ZA
41.74.204.0/22 #AS37235 MimecastSA, ZA
41.79.240.0/22 #AS37236 Reflex-Solutions, ZA
102.213.128.0/22 #AS37236 Reflex-Solutions, ZA
102.218.120.0/22 #AS37236 Reflex-Solutions, ZA
102.223.164.0/22 #AS37236 Reflex-Solutions, ZA
154.119.224.0/19 #AS37236 Reflex-Solutions, ZA
41.76.200.0/21 #AS37239 ICTGLOBE, ZA
102.206.82.0/23 #AS37239 ICTGLOBE, ZA
102.214.228.0/22 #AS37239 ICTGLOBE, ZA
154.70.224.0/19 #AS37239 ICTGLOBE, ZA
154.72.56.0/21 #AS37239 ICTGLOBE, ZA
196.44.64.0/23 #AS37239 ICTGLOBE, ZA
196.44.70.0/24 #AS37239 ICTGLOBE, ZA
196.44.72.0/21 #AS37239 ICTGLOBE, ZA
196.44.80.0/21 #AS37239 ICTGLOBE, ZA
196.44.88.0/23 #AS37239 ICTGLOBE, ZA
196.44.92.0/22 #AS37239 ICTGLOBE, ZA
196.44.225.0/24 #AS37239 ICTGLOBE, ZA
196.44.226.0/24 #AS37239 ICTGLOBE, ZA
196.44.230.0/23 #AS37239 ICTGLOBE, ZA
196.46.184.0/22 #AS37239 ICTGLOBE, ZA
197.234.16.0/20 #AS37239 ICTGLOBE, ZA
165.143.109.0/24 #AS37251 TELKOMMOBILE, ZA
165.143.110.0/24 #AS37251 TELKOMMOBILE, ZA
197.228.128.0/23 #AS37251 TELKOMMOBILE, ZA
192.175.48.1/32 #AS37253 ATC, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
41.76.216.0/21 #AS37254 GREENFLASH, ZA
102.69.168.0/21 #AS37254 GREENFLASH, ZA
102.69.176.0/22 #AS37254 GREENFLASH, ZA
102.222.196.0/22 #AS37254 GREENFLASH, ZA
196.32.232.0/21 #AS37266 AMOBIA-ASN, ZA
196.45.16.0/20 #AS37266 AMOBIA-ASN, ZA
41.78.188.0/22 #AS37271 Workonline, ZA
197.157.64.0/19 #AS37271 Workonline, ZA
41.78.140.0/22 #AS37275 ETC, ZA
41.75.96.0/20 #AS37276 VOFFICE, ZA
41.78.200.0/22 #AS37276 VOFFICE, ZA
168.253.192.0/20 #AS37276 VOFFICE, ZA
197.214.112.0/21 #AS37276 VOFFICE, ZA
41.78.232.0/22 #AS37302 DUBETRADEPORT, ZA
102.130.40.0/21 #AS37302 DUBETRADEPORT, ZA
192.175.48.1/32 #AS37310 BWIRED, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS37311 VODACOM, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
196.43.208.0/24 #AS37312 Clickatell, ZA
41.79.20.0/22 #AS37314 Syrex-Pty-Ltd, ZA
102.69.236.0/23 #AS37314 Syrex-Pty-Ltd, ZA
102.219.224.0/23 #AS37314 Syrex-Pty-Ltd, ZA
154.119.64.0/20 #AS37314 Syrex-Pty-Ltd, ZA
165.16.128.0/19 #AS37314 Syrex-Pty-Ltd, ZA
168.155.16.0/24 #AS37314 Syrex-Pty-Ltd, ZA
192.70.200.0/24 #AS37314 Syrex-Pty-Ltd, ZA
41.79.108.0/22 #AS37315 CipherWave, ZA
41.87.192.0/19 #AS37315 CipherWave, ZA
102.165.192.0/18 #AS37315 CipherWave, ZA
192.96.139.0/24 #AS37315 CipherWave, ZA
197.234.128.0/18 #AS37315 CipherWave, ZA
102.223.4.0/24 #AS37316 DTASN, ZA
196.43.209.0/24 #AS37316 DTASN, ZA
41.78.220.0/22 #AS37317 AccessGlobal-AS, ZA
41.79.16.0/22 #AS37317 AccessGlobal-AS, ZA
102.128.96.0/19 #AS37317 AccessGlobal-AS, ZA
197.234.200.0/21 #AS37317 AccessGlobal-AS, ZA
41.76.32.0/21 #AS37333 COMTEL, ZA
41.77.200.0/21 #AS37333 COMTEL, ZA
41.138.64.0/21 #AS37333 COMTEL, ZA
102.67.48.0/22 #AS37333 COMTEL, ZA
102.67.52.0/23 #AS37333 COMTEL, ZA
154.73.240.0/22 #AS37333 COMTEL, ZA
154.73.244.0/24 #AS37333 COMTEL, ZA
154.73.246.0/23 #AS37333 COMTEL, ZA
41.76.96.0/21 #AS37334 Reflex-Solutions, ZA
197.221.96.0/19 #AS37334 Reflex-Solutions, ZA
41.79.76.0/22 #AS37352 CloudAfrica, ZA
102.220.84.0/22 #AS37352 CloudAfrica, ZA
41.78.4.0/22 #AS37353 SEACOM-AS, ZA
41.222.224.0/22 #AS37353 SEACOM-AS, ZA
102.223.224.0/22 #AS37353 SEACOM-AS, ZA
129.205.128.0/18 #AS37353 SEACOM-AS, ZA
154.70.208.0/20 #AS37353 SEACOM-AS, ZA
196.7.93.0/24 #AS37353 SEACOM-AS, ZA
196.7.127.0/24 #AS37353 SEACOM-AS, ZA
196.11.152.0/21 #AS37353 SEACOM-AS, ZA
197.242.200.0/21 #AS37353 SEACOM-AS, ZA
102.134.80.0/22 #AS37356 Huge-Networks, ZA
102.177.0.0/18 #AS37356 Huge-Networks, ZA
102.214.196.0/22 #AS37356 Huge-Networks, ZA
169.239.230.0/24 #AS37356 Huge-Networks, ZA
196.6.242.0/24 #AS37356 Huge-Networks, ZA
196.11.63.0/24 #AS37356 Huge-Networks, ZA
196.61.16.0/20 #AS37356 Huge-Networks, ZA
197.149.180.0/22 #AS37356 Huge-Networks, ZA
197.155.96.0/19 #AS37356 Huge-Networks, ZA
197.221.160.0/19 #AS37356 Huge-Networks, ZA
41.79.80.0/22 #AS37358 BITCO, ZA
102.223.96.0/22 #AS37358 BITCO, ZA
154.117.128.0/18 #AS37358 BITCO, ZA
154.127.112.0/20 #AS37358 BITCO, ZA
197.234.192.0/21 #AS37358 BITCO, ZA
41.79.92.0/22 #AS37363 FAIRCAPE, ZA
196.61.96.0/19 #AS37363 FAIRCAPE, ZA
41.79.104.0/22 #AS37368 BLUEDUST, ZA
41.79.160.0/22 #AS37387 Platformity, ZA
41.223.8.0/23 #AS37387 Platformity, ZA
41.223.10.0/24 #AS37387 Platformity, ZA
102.164.121.0/24 #AS37394 eNetworks-Anycast, ZA
196.216.192.0/22 #AS37399 SWITCHTEL, ZA
196.32.230.0/24 #AS37402 TELESURE, ZA
41.79.148.0/22 #AS37403 INFOGRO, ZA
41.222.152.0/21 #AS37403 INFOGRO, ZA
41.242.40.0/21 #AS37403 INFOGRO, ZA
196.251.192.0/19 #AS37403 INFOGRO, ZA
41.79.172.0/23 #AS37411 STORAGE, ZA
41.79.174.0/24 #AS37411 STORAGE, ZA
196.251.137.0/24 #AS37411 STORAGE, ZA
196.251.138.0/23 #AS37411 STORAGE, ZA
41.79.180.0/22 #AS37412 PACKET-HUB, ZA
197.159.32.0/19 #AS37413 HYMAX, ZA
192.175.48.1/32 #AS37417 HERO-TELECOMS, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
196.15.12.0/24 #AS37428 AFRICANBANK, ZA
196.15.14.0/23 #AS37438 Gijima, ZA
197.149.160.0/22 #AS37438 Gijima, ZA
192.175.48.1/32 #AS37439 HERO-TELECOMS, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
196.3.162.0/24 #AS37441 Digicore, ZA
2.21.160.0/22 #AS37457 Telkom-Internet, ZA
41.144.0.0/15 #AS37457 Telkom-Internet, ZA
41.146.0.0/18 #AS37457 Telkom-Internet, ZA
41.147.192.0/18 #AS37457 Telkom-Internet, ZA
41.148.129.0/24 #AS37457 Telkom-Internet, ZA
41.148.186.0/24 #AS37457 Telkom-Internet, ZA
41.148.196.0/23 #AS37457 Telkom-Internet, ZA
41.148.209.0/24 #AS37457 Telkom-Internet, ZA
41.148.210.0/23 #AS37457 Telkom-Internet, ZA
41.148.214.0/23 #AS37457 Telkom-Internet, ZA
41.148.218.0/24 #AS37457 Telkom-Internet, ZA
41.148.222.0/24 #AS37457 Telkom-Internet, ZA
41.149.0.0/16 #AS37457 Telkom-Internet, ZA
41.150.32.0/19 #AS37457 Telkom-Internet, ZA
41.150.192.0/18 #AS37457 Telkom-Internet, ZA
41.246.160.0/19 #AS37457 Telkom-Internet, ZA
102.248.0.0/14 #AS37457 Telkom-Internet, ZA
102.252.0.0/15 #AS37457 Telkom-Internet, ZA
102.254.0.0/16 #AS37457 Telkom-Internet, ZA
105.184.0.0/14 #AS37457 Telkom-Internet, ZA
105.224.0.0/14 #AS37457 Telkom-Internet, ZA
105.228.0.0/15 #AS37457 Telkom-Internet, ZA
154.69.0.0/16 #AS37457 Telkom-Internet, ZA
196.6.141.0/24 #AS37457 Telkom-Internet, ZA
196.6.143.0/24 #AS37457 Telkom-Internet, ZA
196.6.158.0/24 #AS37457 Telkom-Internet, ZA
196.6.167.0/24 #AS37457 Telkom-Internet, ZA
197.228.0.0/15 #AS37457 Telkom-Internet, ZA
192.175.48.1/32 #AS37459 EMID, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
102.130.254.0/23 #AS37474 JINX, ZA
196.10.52.0/23 #AS37474 JINX, ZA
196.49.114.0/23 #AS37474 JINX, ZA
197.155.248.0/21 #AS37479 Telviva-AS, ZA
41.217.240.0/21 #AS37482 BI, ZA
102.38.32.0/20 #AS37482 BI, ZA
197.155.32.0/19 #AS37484 Lasernet, ZA
196.43.243.0/24 #AS37488 Secure-Conekt, ZA
41.78.228.0/22 #AS37491 Gigs-Broadband, ZA
102.211.123.0/24 #AS37491 Gigs-Broadband, ZA
102.221.155.0/24 #AS37491 Gigs-Broadband, ZA
102.210.145.0/24 #AS37497 Network-Platforms, ZA
129.205.32.0/19 #AS37497 Network-Platforms, ZA
154.66.176.0/20 #AS37497 Network-Platforms, ZA
197.148.64.0/21 #AS37497 Network-Platforms, ZA
146.182.0.0/16 #AS37501 UOFS, ZA
196.21.40.0/24 #AS37501 UOFS, ZA
196.21.158.0/23 #AS37501 UOFS, ZA
196.21.180.0/22 #AS37501 UOFS, ZA
196.21.184.0/24 #AS37501 UOFS, ZA
196.254.0.0/15 #AS37501 UOFS, ZA
192.175.48.1/32 #AS37511 WizeFly, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
41.77.96.0/21 #AS37515 iCONNECT, ZA
196.201.96.0/19 #AS37515 iCONNECT, ZA
196.250.0.0/18 #AS37515 iCONNECT, ZA
213.150.208.0/21 #AS37515 iCONNECT, ZA
154.70.136.0/21 #AS37519 Xtranet, ZA
146.231.0.0/16 #AS37520 Rhodes-Univ, ZA
192.42.99.0/24 #AS37520 Rhodes-Univ, ZA
196.21.233.0/24 #AS37520 Rhodes-Univ, ZA
154.65.64.0/24 #AS37523 Dow-Networks, ZA
196.43.213.0/24 #AS37523 Dow-Networks, ZA
41.76.56.0/21 #AS37525 BYTES-CON-1, ZA
41.85.128.0/19 #AS37525 BYTES-CON-1, ZA
41.87.224.0/19 #AS37525 BYTES-CON-1, ZA
105.235.160.0/20 #AS37525 BYTES-CON-1, ZA
197.156.0.0/18 #AS37525 BYTES-CON-1, ZA
102.177.138.0/24 #AS37527 JIREH-Technologies, ZA
102.222.128.0/22 #AS37542 Iclix-CC, ZA
102.223.132.0/22 #AS37542 Iclix-CC, ZA
160.226.192.0/18 #AS37542 Iclix-CC, ZA
164.160.80.0/22 #AS37542 Iclix-CC, ZA
197.255.240.0/22 #AS37542 Iclix-CC, ZA
154.73.192.0/21 #AS37546 MIA-TELECOMs, ZA
165.90.224.0/20 #AS37546 MIA-TELECOMs, ZA
197.234.232.0/22 #AS37546 MIA-TELECOMs, ZA
102.69.192.0/20 #AS37549 Innovative_Networks, ZA
154.73.136.0/21 #AS37549 Innovative_Networks, ZA
197.231.196.0/22 #AS37549 Innovative_Networks, ZA
192.175.48.1/32 #AS37561 Domain-Name-Services, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
154.66.152.0/21 #AS37564 wirulink, ZA
165.49.0.0/18 #AS37564 wirulink, ZA
165.49.128.0/18 #AS37564 wirulink, ZA
196.220.160.0/19 #AS37564 wirulink, ZA
197.231.232.0/22 #AS37564 wirulink, ZA
192.175.48.1/32 #AS37596 HERO-TELECOMS, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
196.2.126.0/23 #AS37597 RAIN-GROUP-HOLDINGS, ZA
102.220.102.0/23 #AS37599 TERACO, ZA
196.10.98.0/23 #AS37599 TERACO, ZA
41.76.208.0/21 #AS37611 AFRIHOST-SP, ZA
102.182.0.0/16 #AS37611 AFRIHOST-SP, ZA
102.212.96.0/22 #AS37611 AFRIHOST-SP, ZA
102.218.60.0/22 #AS37611 AFRIHOST-SP, ZA
102.218.140.0/22 #AS37611 AFRIHOST-SP, ZA
102.218.216.0/22 #AS37611 AFRIHOST-SP, ZA
102.219.160.0/22 #AS37611 AFRIHOST-SP, ZA
102.220.80.0/22 #AS37611 AFRIHOST-SP, ZA
102.221.80.0/22 #AS37611 AFRIHOST-SP, ZA
102.222.124.0/22 #AS37611 AFRIHOST-SP, ZA
102.223.56.0/22 #AS37611 AFRIHOST-SP, ZA
154.0.160.0/20 #AS37611 AFRIHOST-SP, ZA
156.155.0.0/16 #AS37611 AFRIHOST-SP, ZA
165.73.0.0/17 #AS37611 AFRIHOST-SP, ZA
165.255.0.0/16 #AS37611 AFRIHOST-SP, ZA
169.0.0.0/15 #AS37611 AFRIHOST-SP, ZA
192.143.0.0/16 #AS37611 AFRIHOST-SP, ZA
197.79.0.0/17 #AS37611 AFRIHOST-SP, ZA
197.242.144.0/20 #AS37611 AFRIHOST-SP, ZA
154.73.0.0/22 #AS37618 Telemedia-AS, ZA
154.65.0.0/22 #AS37627 Equation-Business-AS, ZA
196.61.56.0/21 #AS37627 Equation-Business-AS, ZA
129.205.64.0/20 #AS37628 KAB-Tech-AS, ZA
154.65.12.0/22 #AS37628 KAB-Tech-AS, ZA
196.13.127.0/24 #AS37630 EY-JHB-AS, ZA
196.13.131.0/24 #AS37630 EY-JHB-AS, ZA
102.130.128.0/19 #AS37634 ITEC-COMMS, ZA
102.130.160.0/20 #AS37634 ITEC-COMMS, ZA
102.130.188.0/22 #AS37634 ITEC-COMMS, ZA
154.65.52.0/22 #AS37634 ITEC-COMMS, ZA
169.255.44.0/23 #AS37639 WANATEL, ZA
196.6.122.0/24 #AS37639 WANATEL, ZA
45.222.64.0/19 #AS37640 CAPE-CONNECT-AS, ZA
154.66.88.0/21 #AS37640 CAPE-CONNECT-AS, ZA
