192.175.48.1/32 #AS3487 Lagoven S.A., Telecommunication Engineering, VE - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS52358 Y&V Ingenieria y Construccion, C.A., VE - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
200.85.65.0/24 #AS52386 Banco Nacional de Credito, C.A., VE
38.25.128.0/17 #AS61461 Airtek Solutions C.A., VE
38.166.0.0/16 #AS61461 Airtek Solutions C.A., VE
38.171.0.0/16 #AS61461 Airtek Solutions C.A., VE
38.183.192.0/21 #AS61461 Airtek Solutions C.A., VE
154.216.192.0/18 #AS61461 Airtek Solutions C.A., VE
154.218.192.0/18 #AS61461 Airtek Solutions C.A., VE
156.231.192.0/18 #AS61461 Airtek Solutions C.A., VE
156.236.128.0/18 #AS61461 Airtek Solutions C.A., VE
156.247.128.0/17 #AS61461 Airtek Solutions C.A., VE
156.255.128.0/17 #AS61461 Airtek Solutions C.A., VE
168.232.102.0/23 #AS61461 Airtek Solutions C.A., VE
186.148.192.0/22 #AS61461 Airtek Solutions C.A., VE
190.124.28.0/22 #AS61461 Airtek Solutions C.A., VE
206.0.224.0/19 #AS61461 Airtek Solutions C.A., VE
206.1.128.0/17 #AS61461 Airtek Solutions C.A., VE
206.62.160.0/19 #AS61461 Airtek Solutions C.A., VE
201.130.82.0/23 #AS61471 CONSEJO NACIONAL ELECTORAL, VE
192.175.48.1/32 #AS64164 SERVICIOS NAP VEN, C.A., VE - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS64171 TECNOVEN SERVICES CA, VE - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
